ID	Home_Team	Home_Formation	Home_Score	Home_xG	Home_Yellow_Cards	Home_Red_Cards	Away_Team	Away_Formation	Away_Score	Away_xG	Away_Yellow_Cards	Away_Red_Cards	Gls	Ast	PK	Sh	SoT	CrdY	CrdR	Touches	Press	Tkl	Int	Blocks	xG_Expected	npxG_Expected	xA_Expected	GCA_SCA	Cmp_Passes	Att_Passes	Cmp_percent_Passes	Prog_Passes	Carries_Carries	Prog_Carries	Succ_Dribbles	Att_Dribbles	Cmp_Total	Att_Total	Cmp_percent_Total	TotDist_Total	PrgDist_Total	Cmp_Short	Att_Short	Cmp_percent_Short	Cmp_Medium	Att_Medium	Cmp_percent_Medium	Cmp_Long	Att_Long	Cmp_percent_Long	xA	KP	Final_Third	PPA	CrsPA	Prog	Att	Live_Pass_Types	Dead_Pass_Types	FK_Pass_Types	TB_Pass_Types	Press_Pass_Types	Sw_Pass_Types	Crs_Pass_Types	CK_Pass_Types	In_Corner_Kicks	Out_Corner_Kicks	Str_Corner_Kicks	Cmp_Outcomes	Off_Outcomes	Out_Outcomes	Int_Outcomes	Blocks_Outcomes	Tkl_Tackles	TklW_Tackles	Def.3rd_Tackles	Mid.3rd_Tackles	Att.3rd_Tackles	Tkl_Vs_Dribbles	Att_Vs_Dribbles	Tkl_percent_Vs_Dribbles	Past_Vs_Dribbles	Press_Pressures	Succ_Pressures	X_percent_Pressures	Def.3rd_Pressures	Mid.3rd_Pressures	Att.3rd_Pressures	Blocks_Blocks	Sh_Blocks	ShSv_Blocks	Pass_Blocks	Tkl.Int	Clr	Err	Touches_Touches	Def.Pen_Touches	Def.3rd_Touches	Mid.3rd_Touches	Att.3rd_Touches	Att.Pen_Touches	Live_Touches	Succ_percent_Dribbles	Player_NumPl_Dribbles	Megs_Dribbles	TotDist_Carries	PrgDist_Carries	Final_Third_Carries	CPA_Carries	Mis_Carries	Dis_Carries	Targ_Receiving	Rec_Receiving	Rec_percent_Receiving	Prog_Receiving	X2CrdY	Fls	Fld	Off	Crs	TklW	PKwon	PKcon	OG	Recov	Won_Aerial_Duels	Lost_Aerial_Duels	Won_percent_Aerial_Duels	SoTA_Shot_Stopping	GA_Shot_Stopping	Saves_Shot_Stopping	Save_percent_Shot_Stopping	PSxG_Shot_Stopping	Cmp_Launched	Att_Launched	Cmp_percent_Launched	Thr_Passes	Launch_percent_Passes	AvgLen_Passes	Att_Goal_Kicks	Launch_percent_Goal_Kicks	Opp_Crosses	Stp_Crosses	Stp_percent_Crosses	Player_NumOPA_Sweeper	AvgDist_Sweeper	Team.y	Result	GF	GA	Opponent	xG	xGA	Poss	Formation	MatchYear
2021-05-08	Manchester City	3-5-2	1	2.2	2	0	Chelsea	3-4-3	2	0.8	0	0	2	2	0	12	5	0	0	680	153	13	12	14	0.8	0.8	0.6	4	518	584	88.7	26	492	41	7	14	518	584	88.7	9255	2683	238	256	93	230	244	94.3	46	70	65.7	0.6	9	23	7	0	26	584	544	40	12	1	81	10	12	2	2	0	0	518	4	4	7	11	13	13	6	7	0	4	14	28.6	10	153	24	15.7	45	76	32	14	4	0	10	25	14	2	680	81	257	331	136	24	643	50	7	0	2538	1318	18	12	6	13	563	518	92	26	0	12	15	5	12	13	0	1	0	61	11	5	68.8	3	1	2	66.7	2.1	2	3	66.7	8	6.3	24.9	9	11.1	2	0	0	1	17	Chelsea	W	2	1	Manchester City	0.8	2.2	51	3-4-3	2021
2021-05-12	Chelsea	3-4-3	0	2.1	0	0	Arsenal	3-4-3	1	0.8	1	0	0	0	0	19	4	0	0	891	124	10	11	18	2.1	2.1	1	0	701	794	88.3	33	707	88	15	18	701	794	88.3	12391	2942	325	344	94.5	284	313	90.7	78	111	70.3	1	15	49	17	5	33	794	752	42	8	0	79	15	22	9	3	3	3	701	3	6	11	14	10	7	4	4	2	8	14	57.1	6	124	37	29.8	30	48	46	18	3	0	15	21	16	1	891	65	220	378	359	55	849	83.3	15	2	3393	2071	28	11	7	12	789	701	88.8	33	0	8	6	4	22	7	0	0	0	86	16	12	57.1	2	1	1	50	1.1	3	5	60	8	13.5	26.2	4	0	3	0	0	3	24.1	Chelsea	L	0	1	Arsenal	2.1	0.8	67	3-4-3	2021
2021-05-18	Chelsea	3-4-3	2	2.8	2	0	Leicester City	3-4-3	1	0.9	4	0	2	0	1	16	5	2	0	704	136	17	9	15	2.8	2	1.1	2	490	573	85.5	34	452	41	8	16	490	573	85.5	8892	2791	194	214	90.7	234	256	91.4	50	81	61.7	1.1	12	32	4	0	34	573	518	55	15	0	69	11	13	6	6	0	0	490	1	7	5	12	17	11	6	9	2	5	12	41.7	7	136	40	29.4	40	74	22	15	1	0	14	26	35	0	704	58	237	341	165	29	651	50	10	1	2397	1154	15	7	10	14	539	490	90.9	34	0	15	15	1	13	11	1	0	0	77	17	14	54.8	3	1	2	66.7	0.4	1	3	33.3	5	4.8	20.4	7	28.6	6	0	0	0	8.5	Chelsea	W	2	1	Leicester City	2.8	0.9	58	3-4-3	2021
2021-08-14	Chelsea	3-4-3	3	0.9	0	0	Crystal Palace	4-4-2	0	0.3	0	0	3	1	0	13	6	0	0	794	180	21	25	7	0.9	0.9	0.3	6	637	705	90.4	44	590	75	8	14	637	705	90.4	11732	2936	280	296	94.6	260	280	92.9	78	99	78.8	0.3	6	57	18	3	44	705	669	36	8	2	63	18	16	5	4	0	0	637	1	5	12	10	21	10	3	10	8	10	20	50	10	180	53	29.4	37	83	60	7	1	0	6	46	8	0	794	37	152	402	288	32	756	57.1	10	0	2860	1368	18	1	9	6	696	637	91.5	44	0	16	17	0	16	10	0	0	0	53	8	16	33.3	1	0	1	100	0.1	1	3	33.3	2	18.8	24.6	4	0	3	0	0	0	21	Chelsea	W	3	0	Crystal Palace	0.9	0.3	62	3-4-3	2022
2021-08-22	Arsenal	4-2-3-1	0	0.3	3	0	Chelsea	3-4-3	2	2.9	0	0	2	2	0	22	5	0	0	787	137	15	14	11	2.9	2.9	2.7	4	597	676	88.3	50	558	46	7	15	597	676	88.3	10281	3274	271	290	93.4	257	277	92.8	53	83	63.9	2.7	18	35	19	4	50	676	627	49	15	7	102	9	14	8	6	0	0	597	0	4	13	13	15	10	10	2	3	6	15	40	9	137	48	35	50	58	29	11	1	0	10	29	19	0	787	104	315	311	217	45	739	46.7	8	0	2181	1119	21	9	6	10	647	597	92.3	50	0	6	14	0	14	10	0	0	0	64	20	12	62.5	3	0	3	100	0	2	7	28.6	3	17.9	25.7	4	0	4	0	0	1	16.3	Chelsea	W	2	0	Arsenal	2.9	0.3	65	3-4-3	2022
2021-08-28	Liverpool	4-3-3	1	2.6	0	0	Chelsea	3-4-3	1	0.8	2	1	1	1	0	6	2	2	1	554	117	25	20	25	0.8	0.8	0.8	2	286	389	73.5	14	243	19	3	6	286	389	73.5	5243	2130	133	158	84.2	108	133	81.2	38	80	47.5	0.8	6	8	3	0	14	389	337	52	13	1	43	7	6	3	3	0	0	286	1	6	10	12	25	13	22	3	0	7	12	58.3	5	117	35	29.9	68	39	10	25	6	1	19	45	44	0	554	129	308	186	78	15	505	50	3	0	1263	623	5	4	13	13	373	286	76.7	14	0	6	13	2	6	13	0	0	0	82	11	15	42.3	6	1	6	100	1.1	9	21	42.9	4	46.2	38.8	14	64.3	21	2	9.5	2	14	Chelsea	D	1	1	Liverpool	0.8	2.6	35	3-4-3	2022
2021-09-11	Chelsea	3-4-3	3	1.1	1	0	Aston Villa	3-5-2	0	1.5	4	0	3	2	0	12	4	1	0	635	123	13	11	19	1.1	1.1	0.7	4	416	509	81.7	28	376	38	9	16	416	509	81.7	7640	2455	178	197	90.4	172	201	85.6	53	90	58.9	0.7	8	21	4	0	28	509	468	41	12	1	71	5	11	4	2	0	1	416	2	7	24	8	13	10	7	5	1	5	22	22.7	17	123	33	26.8	50	50	23	19	9	0	10	24	33	1	635	109	251	308	113	18	596	56.3	9	0	2078	1289	13	6	13	8	484	416	86	28	0	13	11	2	11	10	0	0	0	87	18	12	60	6	0	6	100	0.8	4	9	44.4	7	22.2	26	9	33.3	14	1	7.1	0	13.3	Chelsea	W	3	0	Aston Villa	1.1	1.5	57	3-4-3	2022
2021-09-19	Tottenham Hotspur	4-3-2-1	0	0.7	0	0	Chelsea	3-4-3	3	1.9	1	0	3	3	0	20	9	1	0	701	135	23	23	16	2	2	1.7	5	472	556	84.9	35	459	47	10	19	472	556	84.9	9280	3029	177	201	88.1	220	246	89.4	66	89	74.2	1.7	18	36	11	2	35	556	520	36	4	4	88	14	17	11	6	3	0	472	1	3	15	14	23	17	5	12	6	3	11	27.3	8	135	45	33.3	32	73	30	16	3	0	13	46	25	0	701	69	208	321	201	43	668	52.6	10	0	1831	1006	10	7	10	16	534	472	88.4	35	0	18	7	1	17	17	0	0	0	92	19	15	55.9	2	0	2	100	0.3	6	8	75	6	30.8	30	4	0	8	1	12.5	1	18.8	Chelsea	W	3	0	Tottenham	1.9	0.7	53	3-4-3	2022
2021-09-25	Chelsea	3-5-2	0	0.3	3	0	Manchester City	4-3-3	1	1.7	2	0	0	0	0	5	0	3	0	547	181	15	13	22	0.3	0.3	0.3	0	346	431	80.3	16	348	35	10	16	346	431	80.3	7020	2493	124	140	88.6	170	193	88.1	50	86	58.1	0.3	4	18	6	1	16	431	386	45	13	1	53	10	13	4	2	2	0	346	3	6	10	10	15	7	9	6	0	6	18	33.3	12	181	39	21.5	75	70	36	22	7	1	15	28	24	0	547	105	293	213	71	11	503	62.5	11	0	1754	948	6	4	10	14	407	346	85	16	0	17	12	3	13	7	0	0	0	69	17	13	56.7	3	1	2	66.7	0.9	5	11	45.5	5	33.3	36.4	13	30.8	9	1	11.1	0	9.8	Chelsea	L	0	1	Manchester City	0.3	1.7	40	3-5-2	2022
2021-10-02	Chelsea	3-4-3	3	3.6	1	0	Southampton	4-4-2	1	1.3	3	1	3	2	0	20	9	1	0	722	145	22	6	18	3.8	3.8	3	4	502	592	84.8	47	458	53	22	32	502	592	84.8	9595	3168	206	231	89.2	226	257	87.9	68	88	77.3	3	14	28	14	1	47	592	535	57	13	0	127	7	12	7	6	0	0	502	1	5	20	16	22	13	9	11	2	10	26	38.5	16	145	45	31	38	73	34	18	3	0	15	28	22	0	722	55	236	362	166	34	666	68.8	22	2	2357	1374	18	5	10	14	578	502	86.9	47	0	11	21	1	12	13	0	1	0	87	16	6	72.7	1	1	1	100	1.1	5	8	62.5	2	25	28.3	4	25	1	0	0	0	10	Chelsea	W	3	1	Southampton	3.6	1.3	62	3-4-3	2022
2021-10-16	Brentford	3-5-2	0	1.6	1	0	Chelsea	3-5-2	1	0.3	1	0	1	0	0	5	1	1	0	716	119	15	13	18	0.3	0.3	0	2	472	575	82.1	28	494	55	10	14	472	575	82.1	8523	2409	211	230	91.7	202	231	87.4	53	96	55.2	0	1	35	7	0	28	575	545	30	12	0	56	6	8	5	5	0	0	472	4	6	15	12	15	7	10	4	1	3	12	25	9	119	41	34.5	50	38	31	18	8	1	10	28	47	0	716	84	248	319	197	20	685	71.4	10	0	2332	1318	20	7	8	12	546	472	86.4	28	0	8	16	4	8	7	0	0	0	92	21	27	43.8	5	0	4	100	1.7	2	12	16.7	4	45.8	38	1	100	18	0	0	0	10.8	Chelsea	W	1	0	Brentford	0.3	1.6	56	3-5-2	2022
2021-10-23	Chelsea	3-4-3	7	3.2	0	0	Norwich City	3-5-2	0	0.2	4	1	6	5	1	22	12	0	0	763	191	24	15	15	3.4	2.6	2.4	10	583	648	90	47	543	77	9	14	583	648	90	10000	3047	279	288	96.9	246	269	91.4	49	74	66.2	2.4	19	37	9	0	47	648	607	41	14	4	89	8	8	5	2	0	0	583	1	3	12	7	24	16	9	11	4	5	20	25	15	191	67	35.1	36	77	78	15	2	0	13	39	9	1	763	36	167	390	263	25	723	64.3	10	1	2887	1679	28	9	12	13	641	583	91	47	0	16	18	1	8	16	0	0	0	59	12	9	57.1	1	0	1	100	0.1	2	4	50	2	15.8	25.1	6	16.7	2	1	50	0	15	Chelsea	W	7	0	Norwich City	3.2	0.2	63	3-4-3	2022
2021-10-30	Newcastle United	3-5-2	0	0.3	3	0	Chelsea	3-4-3	3	2.1	2	0	3	0	1	18	5	2	0	876	113	12	8	9	2.2	1.5	0.7	3	697	779	89.5	54	597	95	9	13	697	779	89.5	11986	3123	320	336	95.2	307	339	90.6	53	74	71.6	0.7	11	65	18	1	54	779	746	33	13	1	79	9	14	2	0	2	0	697	4	7	14	9	12	6	5	6	1	3	12	25	9	113	31	27.4	40	39	34	9	2	0	7	20	19	0	876	37	161	387	391	42	842	69.2	9	0	3234	1788	31	8	11	5	773	697	90.2	54	0	13	16	4	14	6	1	0	0	86	19	19	50	1	0	1	100	0	0	0	NA	2	0	21.3	2	0	6	0	0	0	6	Chelsea	W	3	0	Newcastle Utd	2.1	0.3	77	3-4-3	2022
2021-11-06	Chelsea	3-4-1-2	1	2.2	1	0	Burnley	4-4-2	1	1	4	0	1	1	0	25	4	1	0	802	100	8	4	17	2.3	2.3	1.9	2	596	690	86.4	66	568	68	10	15	596	690	86.4	10829	3585	255	275	92.7	259	291	89	70	95	73.7	1.9	20	37	26	2	66	690	634	56	13	0	136	14	16	14	0	8	0	596	1	5	16	15	8	5	5	2	1	2	4	50	2	100	34	34	42	42	16	17	2	0	15	12	17	0	802	44	233	353	275	54	747	66.7	11	1	2910	1674	20	9	18	15	657	596	90.7	66	0	6	12	1	16	5	0	0	0	96	31	20	60.8	2	1	1	50	1.2	2	4	50	2	18.2	26.2	6	0	5	1	20	1	33	Chelsea	D	1	1	Burnley	2.2	1	68	3-4-1-2	2022
2021-11-20	Leicester City	3-4-3	0	0.4	3	0	Chelsea	3-4-3	3	2.4	1	0	3	3	0	16	7	1	0	767	142	23	19	16	2.4	2.4	2.1	6	541	629	86	37	498	39	11	17	541	629	86	10171	3407	236	254	92.9	223	250	89.2	76	103	73.8	2.1	11	31	9	2	37	629	580	49	16	3	65	9	7	5	4	0	1	541	3	6	17	15	23	11	7	13	3	6	17	35.3	11	142	49	34.5	28	69	45	16	1	0	15	42	16	0	767	51	217	433	164	20	718	64.7	11	0	2363	1193	20	4	17	20	612	541	88.4	37	0	8	18	4	7	11	0	0	0	82	13	16	44.8	3	0	3	100	0.2	7	11	63.6	4	32.1	30.9	4	50	3	0	0	0	12	Chelsea	W	3	0	Leicester City	2.4	0.4	61	3-4-3	2022
2021-11-28	Chelsea	3-4-3	1	2.9	2	0	Manchester United	4-4-2◆	1	0.7	5	0	1	0	1	23	5	2	0	759	124	18	19	5	2.9	2.2	1.7	1	532	635	83.8	50	575	72	12	21	532	635	83.8	10170	2953	201	226	88.9	247	276	89.5	74	109	67.9	1.7	16	46	10	1	50	635	585	50	14	0	70	18	18	15	10	5	0	532	1	7	20	8	18	13	6	6	6	6	15	40	9	124	52	41.9	13	71	40	5	0	0	5	37	11	2	759	41	193	373	250	49	710	57.1	14	1	2466	1460	17	11	11	20	598	532	89	50	0	14	15	2	18	13	1	0	0	112	11	13	45.8	2	1	1	50	1.5	2	5	40	5	21.7	26.8	2	0	3	0	0	0	13	Chelsea	D	1	1	Manchester Utd	2.9	0.7	65	3-4-3	2022
2021-12-01	Watford	4-1-4-1	1	1	4	0	Chelsea	3-4-3	2	1.3	3	0	2	2	0	8	4	3	0	576	134	13	12	20	1.4	1.4	1.2	4	312	441	70.7	23	271	25	11	15	312	441	70.7	6023	2472	135	167	80.8	122	159	76.7	44	85	51.8	1.2	5	32	6	2	23	441	395	46	22	1	67	8	10	0	0	0	0	312	5	12	18	14	13	10	9	4	0	6	14	42.9	8	134	42	31.3	67	46	21	20	5	0	15	25	40	0	576	84	264	234	97	18	533	73.3	11	1	1105	633	4	3	20	8	393	312	79.4	23	0	19	25	5	10	10	0	0	0	116	38	25	60.3	6	1	5	83.3	1.3	7	12	58.3	4	39.1	35.6	4	75	17	3	17.6	0	14.7	Chelsea	W	2	1	Watford	1.3	1	49	3-4-3	2022
2021-12-04	West Ham United	3-4-3	3	1.8	1	0	Chelsea	3-4-3	2	1.2	3	0	2	2	0	19	7	3	0	711	150	7	12	15	1.2	1.2	0.8	3	520	623	83.5	50	503	77	11	14	520	623	83.5	9379	2718	228	255	89.4	220	249	88.4	58	89	65.2	0.8	15	40	18	2	50	623	574	49	13	0	115	17	20	9	0	9	0	520	1	7	14	15	7	4	1	5	1	1	7	14.3	6	150	45	30	43	62	45	15	1	1	14	19	12	1	711	49	150	326	274	53	664	78.6	12	1	2327	1366	23	17	7	8	619	520	84	50	0	11	10	1	20	4	0	1	0	77	13	18	41.9	3	3	1	33.3	1.3	4	10	40	5	27.3	30.9	8	50	7	1	14.3	0	6.4	Chelsea	L	2	3	West Ham	1.2	1.8	63	3-4-3	2022
2021-12-11	Chelsea	3-4-3	3	2.8	2	0	Leeds United	4-4-2◆	2	1.4	5	0	3	1	2	14	4	2	0	587	169	20	14	23	2.8	1.3	1	6	377	457	82.5	42	361	57	10	16	377	457	82.5	7327	2510	151	168	89.9	173	198	87.4	47	74	63.5	1	8	30	9	1	42	457	401	56	15	2	77	8	9	5	3	2	0	377	0	5	14	8	20	12	7	10	3	7	16	43.8	9	169	49	29	51	58	60	23	6	0	17	34	16	0	587	61	163	278	188	23	532	62.5	11	0	2225	1263	20	2	13	22	453	377	83.2	42	0	11	18	1	9	12	2	1	0	68	16	12	57.1	4	2	3	75	1.1	4	6	66.7	7	20	29.2	2	0	5	0	0	1	12.2	Chelsea	W	3	2	Leeds United	2.8	1.4	57	3-4-3	2022
2021-12-16	Chelsea	3-4-3	1	2.7	2	0	Everton	3-4-3	1	0.4	3	0	1	1	0	23	10	2	0	940	119	14	7	11	2.7	2.7	2.5	2	738	824	89.6	58	700	84	8	16	738	824	89.6	12896	3556	332	354	93.8	337	363	92.8	55	79	69.6	2.5	17	70	14	3	58	824	771	53	10	3	93	11	17	7	3	1	3	738	0	5	16	12	14	11	4	6	4	3	14	21.4	11	119	46	38.7	29	56	34	11	1	0	10	21	14	0	940	46	203	518	288	36	887	50	11	3	3491	2031	21	6	20	12	811	738	91	58	0	11	12	0	17	11	0	0	0	94	23	18	56.1	3	1	2	66.7	1.1	1	2	50	7	8.3	19.5	3	0	2	0	0	2	18.1	Chelsea	D	1	1	Everton	2.7	0.4	79	3-4-3	2022
2021-12-19	Wolverhampton Wanderers	3-5-2	0	0.3	0	0	Chelsea	3-4-3	0	0.8	2	0	0	0	0	8	1	2	0	894	115	22	22	14	0.9	0.9	0.8	0	665	779	85.4	53	633	81	17	26	665	779	85.4	11908	3111	304	334	91	286	319	89.7	68	102	66.7	0.8	7	53	10	1	53	779	735	44	11	3	86	16	18	9	4	4	0	665	4	5	23	16	22	12	7	8	7	10	15	66.7	5	115	31	27	32	49	34	14	2	0	12	44	17	0	894	55	162	484	290	26	852	65.4	17	0	3031	1469	22	5	6	12	770	665	86.4	53	0	10	12	4	18	12	0	0	0	91	21	12	63.6	1	0	1	100	0.4	1	2	50	2	11.8	23.9	1	0	8	0	0	1	19.5	Chelsea	D	0	0	Wolves	0.8	0.3	63	3-4-3	2022
2021-12-26	Aston Villa	4-4-2◆	1	0.6	3	0	Chelsea	3-4-3	3	2.8	1	0	3	1	2	8	2	1	0	755	151	19	21	15	2.9	1.4	1.3	6	563	649	86.7	52	521	51	6	12	563	649	86.7	11345	3110	189	214	88.3	284	304	93.4	83	112	74.1	1.3	7	58	20	3	52	649	610	39	7	1	115	18	12	5	4	1	0	563	2	7	27	12	19	11	7	8	4	7	12	58.3	5	151	36	23.8	31	77	43	15	5	0	10	40	18	0	755	55	206	341	256	34	714	50	6	1	2339	1205	18	6	6	9	638	563	88.2	52	0	15	11	2	12	11	2	0	1	64	11	8	57.9	1	1	1	0	0	2	3	66.7	5	18.8	27.8	2	0	8	1	12.5	2	14.8	Chelsea	W	3	1	Aston Villa	2.8	0.6	58	3-4-3	2022
2021-12-29	Chelsea	3-4-3	1	1.1	4	0	Brighton & Hove Albion	3-4-3	1	0.9	1	0	1	1	0	11	5	4	0	600	168	20	20	13	1.1	1.1	0.4	2	365	472	77.3	35	342	36	5	11	365	472	77.3	6938	2703	172	201	85.6	134	153	87.6	51	97	52.6	0.4	7	35	6	1	35	472	426	46	7	0	137	11	7	10	2	7	0	365	1	10	23	19	20	11	10	9	1	2	14	14.3	12	168	51	30.4	57	65	46	13	4	0	9	40	19	0	600	71	197	267	178	29	555	45.5	6	0	1743	907	14	7	13	17	436	365	83.7	35	0	16	10	1	7	11	0	0	0	92	18	15	54.5	6	1	5	83.3	1.1	5	15	33.3	5	30	31.6	10	90	15	2	13.3	0	13.8	Chelsea	D	1	1	Brighton	1.1	0.9	49	3-4-3	2022
2022-01-02	Chelsea	3-4-3	2	1.3	1	0	Liverpool	4-3-3	2	1.4	2	0	2	1	0	15	6	1	0	737	164	17	22	16	1.3	1.3	1	3	478	591	80.9	41	492	43	11	20	478	591	80.9	9535	2868	196	230	85.2	205	236	86.9	73	117	62.4	1	9	39	9	2	41	591	553	38	14	1	73	17	11	6	5	0	0	478	3	12	22	10	17	12	7	9	1	5	13	38.5	8	164	55	33.5	47	73	44	16	2	0	14	39	37	1	737	62	225	337	200	32	699	55	12	2	1884	982	6	11	13	6	563	478	84.9	41	0	9	15	3	11	12	0	0	0	101	9	21	30	5	2	3	60	1.2	3	10	30	3	58.8	43.3	2	0	7	1	14.3	4	22.8	Chelsea	D	2	2	Liverpool	1.3	1.4	55	3-4-3	2022
2022-01-15	Manchester City	4-3-3	1	0.7	0	0	Chelsea	3-4-3	0	0.5	2	0	0	0	0	4	1	2	0	596	225	26	20	15	0.6	0.6	0.5	0	403	491	82.1	16	380	30	7	12	403	491	82.1	6952	1990	193	209	92.3	172	192	89.6	34	75	45.3	0.5	3	14	2	2	16	491	453	38	14	1	53	9	7	1	0	1	0	403	4	8	11	11	26	20	12	11	3	7	20	35	13	225	62	27.6	87	111	27	15	2	0	13	46	17	1	596	94	280	272	79	7	561	58.3	7	0	1861	926	9	3	11	6	482	403	83.6	16	0	11	14	4	7	20	0	0	0	59	6	19	24	6	1	5	83.3	1.1	0	16	0	8	34.3	36.8	8	50	4	0	0	3	18.3	Chelsea	L	0	1	Manchester City	0.5	0.7	44	3-4-3	2022
2022-01-18	Brighton & Hove Albion	4-1-4-1	1	0.6	1	0	Chelsea	4-2-2-2	1	0.7	2	0	1	1	0	15	3	2	0	740	138	14	19	15	0.7	0.7	0.5	2	525	617	85.1	42	551	48	5	14	525	617	85.1	10095	3089	213	237	89.9	246	277	88.8	60	91	65.9	0.5	9	35	11	1	42	617	577	40	7	1	69	13	14	7	6	1	0	525	0	10	24	10	14	7	8	5	1	6	12	50	6	138	29	21	59	50	29	15	6	0	9	33	27	0	740	91	294	274	223	27	700	35.7	6	1	2463	1381	17	9	9	9	588	525	89.3	42	0	9	8	0	14	7	0	0	0	86	16	10	61.5	2	1	1	50	0.9	7	8	87.5	6	25	26.6	5	0	16	0	0	1	14.2	Chelsea	D	1	1	Brighton	0.7	0.6	56	4-2-2-2	2022
2022-01-23	Chelsea	4-1-4-1	2	0.9	2	0	Tottenham Hotspur	4-4-2	0	0.4	1	0	2	2	0	15	7	2	0	731	139	12	20	11	0.9	0.9	0.9	4	544	638	85.3	46	523	53	4	9	544	638	85.3	10509	3293	194	211	91.9	257	279	92.1	75	110	68.2	0.9	13	37	10	4	46	638	590	48	15	1	58	18	20	10	1	9	0	544	0	6	14	17	12	8	2	10	0	2	12	16.7	10	139	47	33.8	25	76	38	11	1	0	10	32	8	0	731	50	219	385	176	29	687	44.4	4	1	2557	1390	10	10	7	13	603	544	90.2	46	0	18	14	0	20	8	0	0	0	68	12	15	44.4	3	0	3	100	0.9	3	7	42.9	8	20	28.4	4	50	3	0	0	0	12	Chelsea	W	2	0	Tottenham	0.9	0.4	65	4-1-4-1	2022
